Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	LannuttiElio	Lannutti, Elio	M	1948	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	LannuttiElio	Lannutti, Elio	M	1948	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
ParlaMint-IT-en_2020-10-08-LEG18-Senato-sed-263	ParlaMint-IT_2020-10-08-LEG18-Senato-sed-263.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 263, Day (2020-10-08)	2020-10-08	Upper house	18 Legislatura	-	-	263 Seduta	-	COVID	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	
