Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-BA-en_1998-11-26-0-meta.tsv,1998-11-26,4,16,0,0,0
ParlaMint-BA-en_1998-12-04-0-meta.tsv,1998-12-04,2,5,0,0,0
ParlaMint-BA-en_1998-12-10-0-meta.tsv,1998-12-10,2,12,0,0,0
ParlaMint-BA-en_1999-01-11-0-meta.tsv,1999-01-11,1,4,0,0,0
ParlaMint-BA-en_1999-01-22-0-meta.tsv,1999-01-22,5,12,1,0,0
ParlaMint-BA-en_1999-02-10-0-meta.tsv,1999-02-10,5,14,1,0,0
ParlaMint-BA-en_1999-02-25-0-meta.tsv,1999-02-25,2,7,0,0,0
ParlaMint-BA-en_1999-05-11-0-meta.tsv,1999-05-11,4,9,0,0,0
ParlaMint-BA-en_1999-05-18-0-meta.tsv,1999-05-18,3,1,0,0,0
ParlaMint-BA-en_1999-06-09-0-meta.tsv,1999-06-09,2,6,0,0,0
ParlaMint-BA-en_1999-07-08-0-meta.tsv,1999-07-08,5,10,1,0,0
ParlaMint-BA-en_1999-07-15-0-meta.tsv,1999-07-15,2,12,1,0,0
ParlaMint-BA-en_1999-07-19-0-meta.tsv,1999-07-19,3,3,0,0,0
ParlaMint-BA-en_1999-07-27-0-meta.tsv,1999-07-27,0,2,0,0,0
ParlaMint-BA-en_1999-07-27-1-meta.tsv,1999-07-27,2,6,0,0,0
ParlaMint-BA-en_1999-08-31-0-meta.tsv,1999-08-31,2,5,0,0,0
ParlaMint-BA-en_1999-08-31-1-meta.tsv,1999-08-31,5,17,1,0,0
ParlaMint-BA-en_1999-09-17-0-meta.tsv,1999-09-17,2,13,1,0,0
ParlaMint-BA-en_1999-10-05-0-meta.tsv,1999-10-05,7,16,1,0,0
ParlaMint-BA-en_1999-10-06-0-meta.tsv,1999-10-06,2,6,0,0,0
ParlaMint-BA-en_1999-11-10-0-meta.tsv,1999-11-10,4,14,0,0,0
ParlaMint-BA-en_1999-11-11-0-meta.tsv,1999-11-11,2,5,0,0,0
ParlaMint-BA-en_1999-11-23-0-meta.tsv,1999-11-23,3,13,0,0,0
ParlaMint-BA-en_1999-12-01-0-meta.tsv,1999-12-01,3,12,1,0,0
ParlaMint-BA-en_1999-12-03-0-meta.tsv,1999-12-03,2,5,0,0,0
ParlaMint-BA-en_1999-12-15-0-meta.tsv,1999-12-15,6,14,1,0,0
ParlaMint-BA-en_1999-12-29-0-meta.tsv,1999-12-29,6,18,1,0,0
ParlaMint-BA-en_2000-01-17-0-meta.tsv,2000-01-17,1,1,0,0,0
ParlaMint-BA-en_2000-02-15-0-meta.tsv,2000-02-15,5,15,1,0,0
ParlaMint-BA-en_2000-03-02-0-meta.tsv,2000-03-02,0,2,0,0,0
ParlaMint-BA-en_2000-03-07-0-meta.tsv,2000-03-07,6,14,1,0,0
ParlaMint-BA-en_2000-03-21-0-meta.tsv,2000-03-21,2,7,0,0,0
ParlaMint-BA-en_2000-03-30-0-meta.tsv,2000-03-30,2,4,0,0,0
ParlaMint-BA-en_2000-04-13-0-meta.tsv,2000-04-13,1,5,0,0,0
ParlaMint-BA-en_2000-04-19-0-meta.tsv,2000-04-19,3,8,1,0,0
ParlaMint-BA-en_2000-04-27-0-meta.tsv,2000-04-27,0,3,0,0,0
ParlaMint-BA-en_2000-05-08-0-meta.tsv,2000-05-08,5,12,1,0,0
ParlaMint-BA-en_2000-06-06-0-meta.tsv,2000-06-06,4,10,1,0,0
ParlaMint-BA-en_2000-06-07-0-meta.tsv,2000-06-07,4,10,0,0,0
ParlaMint-BA-en_2000-06-09-0-meta.tsv,2000-06-09,2,3,0,0,0
ParlaMint-BA-en_2000-06-22-0-meta.tsv,2000-06-22,6,13,1,0,0
ParlaMint-BA-en_2000-07-06-0-meta.tsv,2000-07-06,2,7,0,0,0
ParlaMint-BA-en_2000-07-11-0-meta.tsv,2000-07-11,2,6,0,0,0
ParlaMint-BA-en_2000-07-27-0-meta.tsv,2000-07-27,5,13,1,0,0
ParlaMint-BA-en_2000-07-31-0-meta.tsv,2000-07-31,2,7,0,0,0
ParlaMint-BA-en_2000-08-29-0-meta.tsv,2000-08-29,7,16,0,0,0
ParlaMint-BA-en_2000-09-08-0-meta.tsv,2000-09-08,0,5,0,0,0
ParlaMint-BA-en_2000-10-13-0-meta.tsv,2000-10-13,1,3,0,0,0
ParlaMint-BA-en_2000-10-18-0-meta.tsv,2000-10-18,4,14,1,0,0
ParlaMint-BA-en_2000-10-23-0-meta.tsv,2000-10-23,1,7,0,0,0
ParlaMint-BA-en_2000-12-29-0-meta.tsv,2000-12-29,2,10,0,0,0
ParlaMint-BA-en_2001-01-29-0-meta.tsv,2001-01-29,3,10,0,0,0
ParlaMint-BA-en_2001-02-07-0-meta.tsv,2001-02-07,5,21,1,0,0
ParlaMint-BA-en_2001-02-22-0-meta.tsv,2001-02-22,2,9,0,0,0
ParlaMint-BA-en_2001-03-20-0-meta.tsv,2001-03-20,1,11,1,0,0
ParlaMint-BA-en_2001-03-26-0-meta.tsv,2001-03-26,4,17,0,0,0
ParlaMint-BA-en_2001-03-27-0-meta.tsv,2001-03-27,8,19,1,0,0
