Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2018-11-14-ps2017-020-10-008-014	ParlaMint-CZ_2018-11-14-ps2017-020-10-008-014.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-11-14	2018-11-14	Lower house	ps2017	-	ps2017/020	ps2017/020/10	ps2017/020/014	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
