Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JiriKobza.1955	Kobza, Jiří	M	1955	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u12	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u13	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u14	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u15	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u16	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Regular	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u17	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-12-ps2017-013-09-001-061	ParlaMint-CZ_2018-06-12-ps2017-013-09-001-061.u18	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-12	2018-06-12	Lower house	ps2017	-	ps2017/013	ps2017/013/09	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
