Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Guest	notMP	notMinister	-	-	-	-	JiriRusnok.1960	Rusnok, Jiří	M	1960	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	LeoLuzar.1964	Luzar, Leo	M	1964	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Guest	notMP	notMinister	-	-	-	-	JiriRusnok.1960	Rusnok, Jiří	M	1960	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u12	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	LeoLuzar.1964	Luzar, Leo	M	1964	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u13	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u14	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u15	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u16	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u17	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-10-02-ps2017-019-09-003-160	ParlaMint-CZ_2018-10-02-ps2017-019-09-003-160.u18	Parliament of the Czech Republic, Chamber of Deputies, 2018-10-02	2018-10-02	Lower house	ps2017	-	ps2017/019	ps2017/019/09	ps2017/019/160	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
