Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Regular	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriValenta.1965	Valenta, Jiří	M	1965	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelPlzak.1960	Plzák, Pavel	M	1960	
ParlaMint-CZ-en_2018-02-27-ps2017-007-01-002-003	ParlaMint-CZ_2018-02-27-ps2017-007-01-002-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-02-27	2018-02-27	Lower house	ps2017	-	ps2017/007	ps2017/007/01	ps2017/007/003	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
