Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Regular	notMP	Minister	-	-	-	-	TomasHuner.1959	Hüner, Tomáš	M	1959	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelPustejovsky.1972	Pustějovský, Pavel	M	1972	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasCernohorsky.1984	Černohorský, Lukáš	M	1984	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasCernohorsky.1984	Černohorský, Lukáš	M	1984	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2018-06-26-ps2017-016-01-010-009	ParlaMint-CZ_2018-06-26-ps2017-016-01-010-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-26	2018-06-26	Lower house	ps2017	-	ps2017/016	ps2017/016/01	ps2017/016/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
