Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Regular	notMP	Minister	-	-	-	-	JaroslavaNemcova.1971	Němcová, Jaroslava	F	1971	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JosefHajek.1956	Hájek, Josef	M	1956	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Regular	notMP	Minister	-	-	-	-	JaroslavaNemcova.1971	Němcová, Jaroslava	F	1971	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	AlenaGajduskova.1954	Gajdůšková, Alena	F	1954	
ParlaMint-CZ-en_2018-05-23-ps2017-013-02-004-073	ParlaMint-CZ_2018-05-23-ps2017-013-02-004-073.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-23	2018-05-23	Lower house	ps2017	-	ps2017/013	ps2017/013/02	ps2017/013/073	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
