Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-002-004	ParlaMint-CZ_2018-03-01-ps2017-007-03-002-004.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/004	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
