Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U1	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U2	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U3	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	j_sarv_00000000	Sarv, J	U	-	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U4	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U5	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Regular	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	s_pohlak_19850514	Pohlak, Siim	M	1985	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U6	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U7	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	m_mihkelson_19691130	Mihkelson, Marko	M	1969	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U8	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U9	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	j_ossinovski_19860315	Ossinovski, Jevgeni	M	1986	
ParlaMint-EE-en_2020-01-30	ParlaMint-EE_2020-01-30_U10	XIV Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 30.01.2020, 10:00	2020-01-30	Unicameralism	XIV Riigikogu	III regular session	-	2020-01-30	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	s_kallas_19481002	Kallas, Siim	M	1948	
