Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u1	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u2	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	TE	¡Teruel Existe!	Opposition	Big tent	TomásGuitarteGimeno	Guitarte Gimeno, Tomás	M	1961	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u3	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u4	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u5	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u6	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	-	-	-	-	SergioSayasLópez	Sayas López, Sergio	M	1979	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u7	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u8	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u9	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u10	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	AlbertBotranPahissa	Botran Pahissa, Albert	M	1984	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u11	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u12	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	IsabelPozuetaFernández	Pozueta Fernández, Isabel	F	1965	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u13	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u14	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosuneGorospeElezcano	Gorospe Elezcano, Josune	F	1969	
ParlaMint-ES-en_2020-11-18-CD201118-bis	ParlaMint-ES_2020-11-18-CD201118-bis.u15	Plenary session 61, cont. (2020-11-18)	2020-11-18	Lower house	Legislatura XIV	Sesión plenaria núm. 61	-	2020-11-18	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
