Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u1	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u2	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	-	-	-	-	MaríaAránzazuGonzálezLaya	González Laya, María Aránzazu	F	1969	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u3	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u4	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	-	-	-	-	SergioSayasLópez	Sayas López, Sergio	M	1979	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u5	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u6	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MartaMartínLlaguno	Martín Llaguno, Marta	F	1972	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u7	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u8	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	MíriamNoguerasiCamero	Nogueras i Camero, Míriam	F	1980	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u9	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u10	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	JoanMargallSastre	Margall Sastre, Joan	M	1975	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u11	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u12	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	MaríaValentinaMartínezFerro	Martínez Ferro, María Valentina	F	1976	
ParlaMint-ES-en_2020-12-01-CD201201	ParlaMint-ES_2020-12-01-CD201201.u13	Plenary session 63 (2020-12-01)	2020-12-01	Lower house	Legislatura XIV	Sesión plenaria núm. 63	-	2020-12-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
