Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u1	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u2	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u3	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	SalvadorIllaRoca	Illa Roca, Salvador	M	1966	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u4	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u5	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u6	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u7	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JuanLuisSteegmannOlmedillas	Steegmann Olmedillas, Juan Luis	M	1955	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u8	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u9	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JuanLuisSteegmannOlmedillas	Steegmann Olmedillas, Juan Luis	M	1955	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u10	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u11	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JuanLuisSteegmannOlmedillas	Steegmann Olmedillas, Juan Luis	M	1955	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u12	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u13	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	RafaelMayoralPerales	Mayoral Perales, Rafael	M	1974	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u14	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u15	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	ÍñigoErrejónGalván	Errejón Galván, Íñigo	M	1983	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u16	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2020-10-15-CD201015	ParlaMint-ES_2020-10-15-CD201015.u17	Plenary session 50 (2020-10-15)	2020-10-15	Lower house	Legislatura XIV	Sesión plenaria núm. 50	-	2020-10-15	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	EdmundoBalFrancés	Bal Francés, Edmundo	M	1967	
