Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12380	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12381	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ĐukanovićVladimir	Đukanović, Vladimir	M	1979	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12382	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12383	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	MiletićMilija	Miletić, Milija	M	1968	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12384	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12385	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SDPS	Socijaldemokratska partija Srbije	Coalition	Centre-left	MihailovićVacićNataša	Mihailović Vacić, Nataša	F	1972	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12386	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12387	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	MilićevićĐorđe	Milićević, Đorđe	M	1978	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12388	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12389	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	MirkovićAleksandar	Mirković, Aleksandar	M	1988	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12390	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12391	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	nezavisni	nezavisni	-	-	GlišićVladan	Glišić, Vladan	M	1970	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12392	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12393	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	MirkovićAleksandar	Mirković, Aleksandar	M	1988	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12394	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12395	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12396	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	OrlićVladimir	Orlić, Vladimir	M	1983	
ParlaMint-RS-en_2022-02-14-1	ParlaMint-RS_2022-02-14-1.u12397	Term 12, Meeting v19	2022-02-14	Unicameralism	12. mandat	-	Zasedanje v19	2022-02-14	-	COVID	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	PaunovićSnežana	Paunović, Snežana	F	1975	
