Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u1	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PeterBottomley	Bottomley, Peter James	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u2	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u3	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LisaNandy	Nandy, Lisa Eva	F	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u4	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u5	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u6	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlexanderJohnson	Johnson, Alexander Boris de Pfeffel	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u7	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeremyCorbyn	Corbyn, Jeremy Bernard	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u8	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PeterBottomley	Bottomley, Peter James	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u9	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	IanBlackford	Blackford, Ian	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u10	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	EdwardDavey	Davey, Edward Jonathon	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u11	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	JeffreyDonaldson	Donaldson, Jeffrey Mark	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u12	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	PC	Plaid Cymru	-	Centre-left to left	LizSavilleRoberts	Saville Roberts, Liz	F	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u13	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	GP	Green Party	-	Left	CarolineLucas	Lucas, Caroline	F	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u14	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	IainStewart	Stewart, Iain Aitken	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u15	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u16	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Chairperson	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u17	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Chairperson	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
ParlaMint-GB-en_2019-12-17-commons	ParlaMint-GB_2019-12-17-commons.u18	Minutes of the House of Commons, Daily Session 2019-12-17	2019-12-17	Lower house	57	-	2019-12-17	2019-12-17	-	Reference	English	Chairperson	MP	notMinister	LAB	Labour	Opposition	Centre-left	LindsayHoyle	Hoyle, Lindsay Harvey	M	-	
