Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2019-12-17-lords	ParlaMint-GB_2019-12-17-lords.u1	Minutes of the House of Lords, Daily Session 2019-12-17	2019-12-17	Upper house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-17-lords	ParlaMint-GB_2019-12-17-lords.u2	Minutes of the House of Lords, Daily Session 2019-12-17	2019-12-17	Upper house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	I	Independent	-	-	PeterFowler	Fowler, Peter	M	-	
ParlaMint-GB-en_2019-12-17-lords	ParlaMint-GB_2019-12-17-lords.u3	Minutes of the House of Lords, Daily Session 2019-12-17	2019-12-17	Upper house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-17-lords	ParlaMint-GB_2019-12-17-lords.u4	Minutes of the House of Lords, Daily Session 2019-12-17	2019-12-17	Upper house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-17-lords	ParlaMint-GB_2019-12-17-lords.u5	Minutes of the House of Lords, Daily Session 2019-12-17	2019-12-17	Upper house	57	-	2019-12-17	2019-12-17	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
