Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u1	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	I	Independent	-	-	PeterFowler	Fowler, Peter	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u2	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	I	Independent	-	-	PeterFowler	Fowler, Peter	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u3	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NormanLamont	Lamont, Norman Stewart Hughson	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u4	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NormanLamont	Lamont, Norman Stewart Hughson	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u5	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CB	Crossbench	-	-	AlastairBruce	Bruce, Alastair	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u6	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NormanLamont	Lamont, Norman Stewart Hughson	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u7	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	SimoneFinn	Finn, Simone	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u8	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith2	Smith, Angela	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u9	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith2	Smith, Angela	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u10	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	RichardNewby	Newby, Richard	M	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u11	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u12	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u13	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NatalieEvans	Evans, Natalie	F	-	
ParlaMint-GB-en_2019-12-19-lords	ParlaMint-GB_2019-12-19-lords.u14	Minutes of the House of Lords, Daily Session 2019-12-19	2019-12-19	Upper house	58	-	2019-12-19	2019-12-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ThomasAshton	Ashton, Thomas	M	-	
