Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	Coalition	Centre to centre-right	THorunnEgilsdottir	Egilsdóttir, Þórunn	F	1964	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u3	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	KatrinJuliusdottir	Júlíusdóttir, Katrín	F	1974	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u4	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u5	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	HannaKristjansdottir	Kristjánsdóttir, Hanna Birna	F	1966	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u6	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	BjortOlafsdottir	Ólafsdóttir, Björt	F	1983	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u7	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BirgittaJonsdottir	Jónsdóttir, Birgitta	F	1967	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u8	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	OlafurGrimsson	Grímsson, Ólafur Ragnar	M	1943	
ParlaMint-IS-en_2015-06-19-133	ParlaMint-IS_2015-06-19-133.u9	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-133, 19.06.2015.	2015-06-19	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
