Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u3	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u4	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u5	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-09-08-1	ParlaMint-IS_2015-09-08-1.u6	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-1, 08.09.2015.	2015-09-08	Unicameralism	21. kjörtímabil	145. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
