Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	EinarGudfinnsson1955	Guðfinnsson, Einar K.	M	1955	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	Coalition	Centre to centre-right	FrostiSigurjonsson	Sigurjónsson, Frosti	M	1962	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u3	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	ArniArnason	Árnason, Árni Páll	M	1966	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u4	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u5	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OssurSkarphedinsson	Skarphéðinsson, Össur	M	1953	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u6	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u7	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OssurSkarphedinsson	Skarphéðinsson, Össur	M	1953	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u8	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u9	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	-	Centre	GudmundurSteingrimsson	Steingrímsson, Guðmundur	M	1972	
ParlaMint-IS-en_2015-06-07-121	ParlaMint-IS_2015-06-07-121.u10	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-121, 07.06.2015.	2015-06-07	Unicameralism	21. kjörtímabil	144. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	JonOlafsson1977	Ólafsson, Jón Þór	M	1977	
