Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u1	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Coalition	Centre-right	MariadaAssunçãoAndradeEsteves	da Assunção Andrade Esteves, Maria	F	1956	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u2	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Regular	MP	notMinister	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	Opposition	Left	HeloísaAugustaBaiãodeBritoApolónia	Augusta Baião de Brito Apolónia, Heloísa	F	1969	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u3	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Coalition	Centre-right	MariadaAssunçãoAndradeEsteves	da Assunção Andrade Esteves, Maria	F	1956	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u4	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Regular	MP	notMinister	GP-BE	Grupo Parlamentar do Bloco de Esquerda	Opposition	Left to far-left	PedroFilipeGomesSoares	Filipe Gomes Soares, Pedro	M	1979	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u5	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Coalition	Centre-right	MariadaAssunçãoAndradeEsteves	da Assunção Andrade Esteves, Maria	F	1956	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u6	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	CarlaMariadaCostaeCruz	Maria da Costa e Cruz, Carla	F	1971	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u7	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Coalition	Centre-right	MariadaAssunçãoAndradeEsteves	da Assunção Andrade Esteves, Maria	F	1956	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u8	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Regular	MP	notMinister	GP-CDS-PP	Grupo Parlamentar do Centro Democrático Social - Partido Popular	Coalition	Centre-right to right	MichaelLotharMendesSeufert	Lothar Mendes Seufert, Michael	M	1983	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u9	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Chairperson	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Coalition	Centre-right	MariadaAssunçãoAndradeEsteves	da Assunção Andrade Esteves, Maria	F	1956	
ParlaMint-PT-en_2015-04-25	ParlaMint-PT_2015-04-25.u10	Minutes of the Assembly of the Portuguese Republic, Session 4, Number 79	2015-04-25	Unicameralism	Série I - XII Legislatura	Sessão 4	Número 79	25.04.2015	-	Reference	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Opposition	Centre-left	JúlioFranciscoMirandaCalha	Francisco Miranda Calha, Júlio	M	1947	
