Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U1	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U2	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_tuus_laul_19510512	Tuus-Laul, Marika	F	1951	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U3	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U4	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U5	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	v_linde_19590131	Linde, Väino	M	1959	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U6	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U7	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	i_sooäär_19690313	Sooäär, Imre	M	1969	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U8	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	v_linde_19590131	Linde, Väino	M	1959	
ParlaMint-EE-en_2014-09-09	ParlaMint-EE_2014-09-09_U9	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 09.09.2014, 10:00	2014-09-09	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-09	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
