Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U1	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U2	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_korb_19800803	Korb, Mihhail	M	1980	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U3	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U4	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	k_kallo_19481206	Kallo, Kalev	M	1948	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U5	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U6	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U7	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U8	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	j_õunapuu_19580913	Õunapuu, Jaan	M	1958	
ParlaMint-EE-en_2014-09-23	ParlaMint-EE_2014-09-23_U9	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Tuesday, 23.09.2014, 10:00	2014-09-23	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-23	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
