Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U1	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U2	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	t_tamm_19531203	Tamm, Tarmo	M	1953	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U3	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U4	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U5	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U6	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	r_maruste_19530927	Maruste, Rait	M	1953	
ParlaMint-EE-en_2014-03-13	ParlaMint-EE_2014-03-13_U7	XII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 13.03.2014, 10:00	2014-03-13	Unicameralism	XII Riigikogu	VII regular session	-	2014-03-13	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
