Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2015-07-02-20142-M1	ParlaMint-DK_20150702120001	Hansard of the session of the Danish Parliament (Folketinget), 20142, M1 (2015-07-02), final version	2015-07-02	Unicameralism	Regeringen Lars Løkke Rasmussen II	20142	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-07-02-20142-M1	ParlaMint-DK_20150702120210	Hansard of the session of the Danish Parliament (Folketinget), 20142, M1 (2015-07-02), final version	2015-07-02	Unicameralism	Regeringen Lars Løkke Rasmussen II	20142	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-07-02-20142-M1	ParlaMint-DK_20150702120234	Hansard of the session of the Danish Parliament (Folketinget), 20142, M1 (2015-07-02), final version	2015-07-02	Unicameralism	Regeringen Lars Løkke Rasmussen II	20142	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-07-02-20142-M1	ParlaMint-DK_20150702120246	Hansard of the session of the Danish Parliament (Folketinget), 20142, M1 (2015-07-02), final version	2015-07-02	Unicameralism	Regeringen Lars Løkke Rasmussen II	20142	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-07-02-20142-M1	ParlaMint-DK_20150702120327	Hansard of the session of the Danish Parliament (Folketinget), 20142, M1 (2015-07-02), final version	2015-07-02	Unicameralism	Regeringen Lars Løkke Rasmussen II	20142	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
