Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120002	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120032	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120058	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120120	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120208	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120251	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120358	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006120431	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre-right	RasmussenLarsLøkke	Rasmussen, Lars Løkke	M	1964	
ParlaMint-DK-en_2015-10-06-20151-M1	ParlaMint-DK_20151006124344	Hansard of the session of the Danish Parliament (Folketinget), 20151, M1 (2015-10-06), final version	2015-10-06	Unicameralism	Regeringen Lars Løkke Rasmussen II	20151	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
