Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	DeRooverPeter	De Roover, Peter	M	1962	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	GantoisRita	Gantois, Rita	F	1958	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	DeRooverPeter	De Roover, Peter	M	1962	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2018-03-19-54-commissie-ic846x	ParlaMint-BE_2018-03-19-54-commissie-ic846x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2018	2018-03-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
