Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	MaingainOlivier	Maingain, Olivier	M	1958	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	HedebouwRaoul	Hedebouw, Raoul	M	1977	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	HufkensRenate	Hufkens, Renate	F	1984	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	MaingainOlivier	Maingain, Olivier	M	1958	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	HedebouwRaoul	Hedebouw, Raoul	M	1977	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	HufkensRenate	Hufkens, Renate	F	1984	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-12-54-commissie-ic839x	ParlaMint-BE_2018-03-12-54-commissie-ic839x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 12-03-2018	2018-03-12	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
