Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u73	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u74	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u75	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u76	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u77	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u78	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u79	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u80	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u81	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u82	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u83	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u84	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u85	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u86	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u87	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u88	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u89	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u90	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u91	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u92	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u93	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u94	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u95	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u96	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u97	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u98	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u99	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u100	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u101	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u102	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u103	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u104	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u105	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u106	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u107	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u108	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u109	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u110	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u111	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u112	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u113	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u114	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u115	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u116	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u117	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u118	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u119	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u120	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u121	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u122	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u123	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u124	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u125	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u126	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u127	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u128	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u129	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u130	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
