Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	ÖzenÖzlem	Özen, Özlem	F	1978	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	VandenBurreGilles	Vanden Burre, Gilles	M	1978	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	SmeyersSarah	Smeyers, Sarah	F	1980	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VanCauterCarina	Van Cauter, Carina	F	1962	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	ÖzenÖzlem	Özen, Özlem	F	1978	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	ÖzenÖzlem	Özen, Özlem	F	1978	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-05-08-54-commissie-ic888x	ParlaMint-BE_2018-05-08-54-commissie-ic888x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-05-2018	2018-05-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	GoffinPhilippe	Goffin, Philippe	M	1967	
