Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u1	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u2	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	GeertWilders	Wilders, Geert	M	1963	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u3	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u4	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	MP	notMinister	DENK	DENK	Opposition	Centre-left	SelçukÖztürk	Öztürk, Selçuk	M	1972	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u5	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u6	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	MP	notMinister	DENK	DENK	Opposition	Centre-left	SelçukÖztürk	Öztürk, Selçuk	M	1972	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u7	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u8	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MarkHarbers	Harbers, Mark	M	1969	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u9	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u10	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2017-10-10-tweedekamer-25	ParlaMint-NL_2017-10-10-tweedekamer-25.u11	Report of the meeting of the Dutch Lower House, Meeting 10, Session 25 (2017-10-10)	2017-10-10	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 10	Sitting 2017-10-10	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Coalition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
