Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	WouterKoolmees	Koolmees, Wouter	M	1977	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	WouterKoolmees	Koolmees, Wouter	M	1977	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	WouterKoolmees	Koolmees, Wouter	M	1977	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	WouterKoolmees	Koolmees, Wouter	M	1977	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u12	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-11-07-tweedekamer-6	ParlaMint-NL_2017-11-07-tweedekamer-6.u13	Report of the meeting of the Dutch Lower House, Meeting 18, Session 6 (2017-11-07)	2017-11-07	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 18	Sitting 2017-11-07	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
