Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-23-tweedekamer-18	ParlaMint-NL_2017-02-23-tweedekamer-18.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 18 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 18	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2017-02-23-tweedekamer-18	ParlaMint-NL_2017-02-23-tweedekamer-18.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 18 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 18	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-18	ParlaMint-NL_2017-02-23-tweedekamer-18.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 18 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 18	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2017-02-23-tweedekamer-18	ParlaMint-NL_2017-02-23-tweedekamer-18.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 18 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 18	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
