Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u2	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	NevinÖzütok	Özütok, Nevin	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u3	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u4	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u5	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	NevinÖzütok	Özütok, Nevin	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u6	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u7	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	NevinÖzütok	Özütok, Nevin	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u8	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u9	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u10	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u11	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u12	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u13	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-09-26-tweedekamer-3	ParlaMint-NL_2017-09-26-tweedekamer-3.u14	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2017-09-26)	2017-09-26	Lower house	Meeting of the 28th Tweede Kamer	Session 3	Meeting 4	Sitting 2017-09-26	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
