Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u1	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u2	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u3	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u4	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u5	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u6	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	PeterSchalk	Schalk, Peter	M	1961	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u7	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u8	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	PeterSchalk	Schalk, Peter	M	1961	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u9	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u10	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u11	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u12	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u13	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	MarijkeVos	Vos, Marijke	F	1957	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u14	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u15	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	MarijkeVos	Vos, Marijke	F	1957	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u16	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u17	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	PeterSchalk	Schalk, Peter	M	1961	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u18	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u19	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u20	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u21	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u22	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u23	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u24	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-11-21-eerstekamer-5	ParlaMint-NL_2017-11-21-eerstekamer-5.u25	Report of the meeting of the Dutch Upper House, Meeting 8, Session 5 (2017-11-21)	2017-11-21	Upper house	Meeting of the 35th Eerste Kamer	Session 5	Meeting 8	Sitting 2017-11-21	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MetaMeijer	Meijer, Meta	F	1969	
