Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MichelRog	Rog, Michel	M	1973	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KirstenvandenHul	van den Hul, Kirsten	F	1976	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u10	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u11	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KirstenvandenHul	van den Hul, Kirsten	F	1976	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u12	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u13	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LisaWesterveld	Westerveld, Lisa	F	1981	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u14	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-09-05-tweedekamer-5	ParlaMint-NL_2017-09-05-tweedekamer-5.u15	Report of the meeting of the Dutch Lower House, Meeting 98, Session 5 (2017-09-05)	2017-09-05	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 98	Sitting 2017-09-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
