Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MaartenGroothuizen	Groothuizen, Maarten	M	1976	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MaartenGroothuizen	Groothuizen, Maarten	M	1976	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MaartenGroothuizen	Groothuizen, Maarten	M	1976	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	ChrisvanDam	van Dam, Chris	M	1963	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u10	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	KathalijneBuitenweg	Buitenweg, Kathalijne	F	1970	
ParlaMint-NL-en_2017-12-19-tweedekamer-5	ParlaMint-NL_2017-12-19-tweedekamer-5.u11	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2017-12-19)	2017-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 36	Sitting 2017-12-19	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
