Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u1	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u2	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	LilianMarijnissen	Marijnissen, Lilian	F	1985	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u3	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	-	-	-	-	LéonieSazias	Sazias, Léonie	F	1957	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u4	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u5	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u6	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	LilianMarijnissen	Marijnissen, Lilian	F	1985	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u7	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u8	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u9	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	-	-	-	-	LéonieSazias	Sazias, Léonie	F	1957	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u10	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u11	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u12	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u13	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u14	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	LilianMarijnissen	Marijnissen, Lilian	F	1985	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u15	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2017-07-06-tweedekamer-40	ParlaMint-NL_2017-07-06-tweedekamer-40.u16	Report of the meeting of the Dutch Lower House, Meeting 97, Session 40 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 40	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
