Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u1	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u2	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u3	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u4	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u5	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u6	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u7	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u8	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u9	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u10	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u11	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u12	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u13	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u14	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u15	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2017-05-23-tweedekamer-19	ParlaMint-NL_2017-05-23-tweedekamer-19.u16	Report of the meeting of the Dutch Lower House, Meeting 78, Session 19 (2017-05-23)	2017-05-23	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 78	Sitting 2017-05-23	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
