Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u1	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u2	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	ThomdeGraaf	de Graaf, Thom	M	1957	
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u3	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	NicoSchrijver	Schrijver, Nico	M	1954	
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u4	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BastiaanvanApeldoorn	van Apeldoorn, Bastiaan	M	1970	
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u5	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	FritsLintmeijer	Lintmeijer, Frits	M	1957	
ParlaMint-NL-en_2017-02-14-eerstekamer-8	ParlaMint-NL_2017-02-14-eerstekamer-8.u6	Report of the meeting of the Dutch Upper House, Meeting 18, Session 8 (2017-02-14)	2017-02-14	Upper house	Meeting of the 35th Eerste Kamer	Session 8	Meeting 18	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
