Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	HenkNijboer	Nijboer, Henk	M	1983	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	HenkNijboer	Nijboer, Henk	M	1983	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	HenkNijboer	Nijboer, Henk	M	1983	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	HenkNijboer	Nijboer, Henk	M	1983	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	LammertvanRaan	van Raan, Lammert	M	1962	
ParlaMint-NL-en_2017-06-27-tweedekamer-6	ParlaMint-NL_2017-06-27-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 92, Session 6 (2017-06-27)	2017-06-27	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 92	Sitting 2017-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
