Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u5	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u6	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u7	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u8	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u9	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u10	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2017-09-21-tweedekamer-10	ParlaMint-NL_2017-09-21-tweedekamer-10.u11	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2017-09-21)	2017-09-21	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 3	Sitting 2017-09-21	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
