Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u1	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u2	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	RobJetten	Jetten, Rob	M	1987	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u3	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	CemLaçin	Laçin, Cem	M	1986	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u4	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u5	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	RobJetten	Jetten, Rob	M	1987	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u6	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u7	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	RobJetten	Jetten, Rob	M	1987	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u8	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u9	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u10	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-07-06-tweedekamer-32	ParlaMint-NL_2017-07-06-tweedekamer-32.u11	Report of the meeting of the Dutch Lower House, Meeting 97, Session 32 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 32	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	CemLaçin	Laçin, Cem	M	1986	
