Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u1	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u2	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanMiddendorp	Middendorp, Jan	M	1975	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u3	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	NevinÖzütok	Özütok, Nevin	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u4	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u5	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HankeBruinsSlot	Bruins Slot, Hanke	F	1977	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u6	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HankeBruinsSlot	Bruins Slot, Hanke	F	1977	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u7	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u8	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RonaldvanRaak	van Raak, Ronald	M	1969	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u9	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u10	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-07-06-tweedekamer-39	ParlaMint-NL_2017-07-06-tweedekamer-39.u11	Report of the meeting of the Dutch Lower House, Meeting 97, Session 39 (2017-07-06)	2017-07-06	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 97	Sitting 2017-07-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
