Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e742	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e776	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e803	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e956	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Regular	MP	notMinister	FPÖ	parliamentary group of the Austrian Freedom Party	-	Right to far-right	PAD_00030	Apfelbeck, Ute	F	1943	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e1012	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e1042	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002	ParlaMint-AT_1996-01-15-020-XX-NRSITZ-00002_d7e1336	Sitting Number 2, Legislative period XX, Monday, 15. January 1996	1996-01-15	Lower house	Legislative period XX	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
