Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	RadimHolecek.1976	Holeček, Radim	M	1976	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	RomanSklenak.1970	Sklenák, Roman	M	1970	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JosefVondrasek.1950	Vondrášek, Josef	M	1950	
ParlaMint-CZ-en_2015-04-01-ps2013-026-05-010-022	ParlaMint-CZ_2015-04-01-ps2013-026-05-010-022.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-01	2015-04-01	Lower house	ps2013	-	ps2013/026	ps2013/026/05	ps2013/026/022	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
