Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JiriValenta.1965	Valenta, Jiří	M	1965	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	GabrielaHubackova.1975	Hubáčková, Gabriela	F	1975	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VitezslavJandak.1947	Jandák, Vítězslav	M	1947	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JiriValenta.1965	Valenta, Jiří	M	1965	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKomarek.1961	Komárek, Martin	M	1961	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-011-115	ParlaMint-CZ_2015-05-27-ps2013-027-08-011-115.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/115	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
