Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2015-12-16-ps2013-036-10-007-158	ParlaMint-CZ_2015-12-16-ps2013-036-10-007-158.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-12-16	2015-12-16	Lower house	ps2013	-	ps2013/036	ps2013/036/10	ps2013/036/158	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
