Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	MiroslavOpalka.1952	Opálka, Miroslav	M	1952	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JaroslavZavadil.1944	Zavadil, Jaroslav	M	1944	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	AdolfBeznoska.1961	Beznoska, Adolf	M	1961	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-08-ps2013-029-06-009-012	ParlaMint-CZ_2015-07-08-ps2013-029-06-009-012.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-08	2015-07-08	Lower house	ps2013	-	ps2013/029	ps2013/029/06	ps2013/029/012	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	AdolfBeznoska.1961	Beznoska, Adolf	M	1961	
