Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VlastimilVozka.1954	Vozka, Vlastimil	M	1954	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-11-25-ps2013-036-02-005-100	ParlaMint-CZ_2015-11-25-ps2013-036-02-005-100.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-11-25	2015-11-25	Lower house	ps2013	-	ps2013/036	ps2013/036/02	ps2013/036/100	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
