Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MartinPlisek.1974	Plíšek, Martin	M	1974	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JeronymTejc.1977	Tejc, Jeroným	M	1977	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MartinPlisek.1974	Plíšek, Martin	M	1974	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u13	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u14	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2015-03-10-ps2013-026-01-002-002	ParlaMint-CZ_2015-03-10-ps2013-026-01-002-002.u15	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-10	2015-03-10	Lower house	ps2013	-	ps2013/026	ps2013/026/01	ps2013/026/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
