Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	LudvikHovorka.1963	Hovorka, Ludvík	M	1963	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	LeosHeger.1948	Heger, Leoš	M	1948	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	LudvikHovorka.1963	Hovorka, Ludvík	M	1963	
ParlaMint-CZ-en_2015-04-09-ps2013-026-09-013-114	ParlaMint-CZ_2015-04-09-ps2013-026-09-013-114.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-09	2015-04-09	Lower house	ps2013	-	ps2013/026	ps2013/026/09	ps2013/026/114	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
