Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2015-05-20-ps2013-027-05-002-093	ParlaMint-CZ_2015-05-20-ps2013-027-05-002-093.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-20	2015-05-20	Lower house	ps2013	-	ps2013/027	ps2013/027/05	ps2013/027/093	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
