Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MartinPlisek.1974	Plíšek, Martin	M	1974	
ParlaMint-CZ-en_2015-10-20-ps2013-033-05-000-000	ParlaMint-CZ_2015-10-20-ps2013-033-05-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-20	2015-10-20	Lower house	ps2013	-	ps2013/033	ps2013/033/05	ps2013/033/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
