Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadkaMaxova.1968	Maxová, Radka	F	1968	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	MiroslavOpalka.1952	Opálka, Miroslav	M	1952	
ParlaMint-CZ-en_2015-05-27-ps2013-027-08-010-031	ParlaMint-CZ_2015-05-27-ps2013-027-08-010-031.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-05-27	2015-05-27	Lower house	ps2013	-	ps2013/027	ps2013/027/08	ps2013/027/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
