Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanBirke.1969	Birke, Jan	M	1969	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	KarelFiedler.1961	Fiedler, Karel	M	1961	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u13	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u14	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	RomanSklenak.1970	Sklenák, Roman	M	1970	
ParlaMint-CZ-en_2015-07-10-ps2013-029-08-002-031	ParlaMint-CZ_2015-07-10-ps2013-029-08-002-031.u15	Parliament of the Czech Republic, Chamber of Deputies, 2015-07-10	2015-07-10	Lower house	ps2013	-	ps2013/029	ps2013/029/08	ps2013/029/031	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
