Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	OlgaHavlova.1953	Havlová, Olga	F	1953	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	KarelSidlo.1957	Šidlo, Karel	M	1957	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	KarelFiedler.1961	Fiedler, Karel	M	1961	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	PetrAdam.1982	Adam, Petr	M	1982	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	ZuzanaSanova.1959	Šánová, Zuzana	F	1959	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u13	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u14	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavZemek.1974	Zemek, Václav	M	1974	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u15	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u16	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u17	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-03-11-ps2013-026-02-014-003	ParlaMint-CZ_2015-03-11-ps2013-026-02-014-003.u18	Parliament of the Czech Republic, Chamber of Deputies, 2015-03-11	2015-03-11	Lower house	ps2013	-	ps2013/026	ps2013/026/02	ps2013/026/003	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
