Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	VandeputSteven	Vandeput, Steven	M	1967	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	VandeputSteven	Vandeput, Steven	M	1967	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2016-11-08-54-commissie-ic524x	ParlaMint-BE_2016-11-08-54-commissie-ic524x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 08-11-2016	2016-11-08	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
