Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LalieuxKarine	Lalieux, Karine	F	1964	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SleursElke	Sleurs, Elke	F	1968	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LalieuxKarine	Lalieux, Karine	F	1964	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DeConinckMonica	De Coninck, Monica	F	1956	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SleursElke	Sleurs, Elke	F	1968	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LalieuxKarine	Lalieux, Karine	F	1964	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SleursElke	Sleurs, Elke	F	1968	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LalieuxKarine	Lalieux, Karine	F	1964	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	DeConinckMonica	De Coninck, Monica	F	1956	
ParlaMint-BE-en_2016-06-28-54-commissie-ic456x	ParlaMint-BE_2016-06-28-54-commissie-ic456x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 28-06-2016	2016-06-28	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
