Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	PS	Positive Slovenia	Opposition	Centre to centre-left	BrunskoleRenata	Brunskole, Renata	F	1970	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	JerajAlenka	Jeraj, Alenka	F	1973	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	PS	Positive Slovenia	Opposition	Centre to centre-left	BrunskoleRenata	Brunskole, Renata	F	1970	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SLS	Slovenian People's Party	Coalition	Centre-right	PrevcMihael	Prevc, Mihael	M	1957	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	PS	Positive Slovenia	Opposition	Centre to centre-left	BrunskoleRenata	Brunskole, Renata	F	1970	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	VasleJanez	Vasle, Janez	M	1944	
ParlaMint-SI-en_2012-04-24-SDZ6-Izredna-11	ParlaMint-SI_2012-04-24-SDZ6-Izredna-11.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 11, (24. 04. 2012)	2012-04-24	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	PS	Positive Slovenia	Opposition	Centre to centre-left	BrunskoleRenata	Brunskole, Renata	F	1970	
