Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Opposition	Big tent	DiNicolaPrimo	Di Nicola, Primo	M	1952	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Opposition	Big tent	DiNicolaPrimo	Di Nicola, Primo	M	1952	
ParlaMint-IT-en_2018-05-02-LEG18-Senato-sed-6	ParlaMint-IT_2018-05-02-LEG18-Senato-sed-6.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 6, Day (2018-05-02)	2018-05-02	Upper house	18 Legislatura	-	-	6 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
