Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-08-24-54-plenair-ip183x	ParlaMint-BE_2017-08-24-54-plenair-ip183x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 24-08-2017	2017-08-24	Lower house	Zittingperiode 54	-	Plenaire zitting 183 van 24-08-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-08-24-54-plenair-ip183x	ParlaMint-BE_2017-08-24-54-plenair-ip183x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 24-08-2017	2017-08-24	Lower house	Zittingperiode 54	-	Plenaire zitting 183 van 24-08-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-08-24-54-plenair-ip183x	ParlaMint-BE_2017-08-24-54-plenair-ip183x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 24-08-2017	2017-08-24	Lower house	Zittingperiode 54	-	Plenaire zitting 183 van 24-08-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-08-24-54-plenair-ip183x	ParlaMint-BE_2017-08-24-54-plenair-ip183x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 24-08-2017	2017-08-24	Lower house	Zittingperiode 54	-	Plenaire zitting 183 van 24-08-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-08-24-54-plenair-ip183x	ParlaMint-BE_2017-08-24-54-plenair-ip183x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 24-08-2017	2017-08-24	Lower house	Zittingperiode 54	-	Plenaire zitting 183 van 24-08-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
