Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	GoffinPhilippe	Goffin, Philippe	M	1967	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	DHaeseChristoph	D'Haese, Christoph	M	1967	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	ÖzenÖzlem	Özen, Özlem	F	1978	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VerherstraetenServais	Verherstraeten, Servais	M	1960	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VanCauterCarina	Van Cauter, Carina	F	1962	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	VandenBurreGilles	Vanden Burre, Gilles	M	1978	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	GoffinPhilippe	Goffin, Philippe	M	1967	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Vuye_Wouters	Vuye & Wouters: V-Kamerleden	Opposition	-	VuyeHendrik	Vuye, Hendrik	M	1962	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	GoffinPhilippe	Goffin, Philippe	M	1967	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	GoffinPhilippe	Goffin, Philippe	M	1967	
ParlaMint-BE-en_2017-10-31-54-commissie-ic760x	ParlaMint-BE_2017-10-31-54-commissie-ic760x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 31-10-2017	2017-10-31	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	DHaeseChristoph	D'Haese, Christoph	M	1967	
