Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u6	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u7	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LaaouejAhmed	Laaouej, Ahmed	M	1969	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u8	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u9	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	Opposition	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u10	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	MaingainOlivier	Maingain, Olivier	M	1958	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u11	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	LaaouejAhmed	Laaouej, Ahmed	M	1969	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u12	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u13	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u14	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2017-12-13-54-plenair-ip204x	ParlaMint-BE_2017-12-13-54-plenair-ip204x.u15	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 13-12-2017	2017-12-13	Lower house	Zittingperiode 54	-	Plenaire zitting 204 van 13-12-2017	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
